customer_id,full_name,date_of_purchase,age,state,mtn_device,gender,satisfaction_rate,customer_review,customer_tenure_in_months,subscription_plan,unit_price,number_of_times_purchased,total_revenue,data_usage,customer_churn_status,reasons_for_churn
CUST0453,Michael Madden,February,29,Abuja (FCT),5G Broadband Router,Male,3,Good,56,200GB Monthly Broadband Plan,25000,4,100000,163.92,Yes,Costly Data Plans
CUST0453,Michael Madden,February,29,Abuja (FCT),4G Router,Male,3,Good,56,10GB+10mins Monthly Plan,4500,14,63000,88.1,Yes,Costly Data Plans
CUST0454,Tunde Fuller,February,47,Taraba,5G Broadband Router,Female,1,Poor,19,60GB Monthly Broadband Plan,14500,17,246500,30.75,Yes,High Call Tarriffs
CUST0454,Tunde Fuller,February,47,Taraba,Mobile SIM Card,Female,1,Poor,19,20GB Monthly Plan,7500,5,37500,157.55,Yes,High Call Tarriffs
CUST0455,Boma Baker,March,68,Kogi,Broadband MiFi,Female,1,Poor,55,30GB Monthly Broadband Plan,9000,13,117000,67.99,No,No Churn
CUST0456,Amina Diaz,January,71,Oyo,5G Broadband Router,Female,2,Fair,49,450GB 3-Month Broadband Plan,75000,18,1350000,80.7,No,No Churn
CUST0457,Maryam Martin,March,56,Ekiti,Mobile SIM Card,Male,5,Excellent,53,12.5GB Monthly Plan,5500,18,99000,128.95,No,No Churn
CUST0458,Alabo Bradley,March,60,Kebbi,4G Router,Male,1,Poor,57,25GB Monthly Plan,9000,17,153000,43.14,Yes,Costly Data Plans
CUST0458,Alabo Bradley,March,60,Kebbi,5G Broadband Router,Male,1,Poor,57,120GB Monthly Broadband Plan,24000,6,144000,104.51,Yes,Costly Data Plans
CUST0460,Ejiro Martin,January,49,Zamfara,Broadband MiFi,Female,1,Poor,8,150GB FUP Monthly Unlimited,20000,19,380000,161.17,No,No Churn
CUST0460,Ejiro Martin,January,49,Zamfara,4G Router,Female,1,Poor,8,10GB+10mins Monthly Plan,4500,10,45000,70.39,No,No Churn
CUST0460,Ejiro Martin,January,49,Zamfara,5G Broadband Router,Female,1,Poor,8,300GB FUP Monthly Unlimited,30000,17,510000,143.01,No,No Churn
CUST0461,Halima Walker,March,29,Niger,Mobile SIM Card,Male,4,Very Good,53,3.2GB 2-Day Plan,1000,5,5000,12.91,Yes,High Call Tarriffs
CUST0461,Halima Walker,March,29,Niger,Broadband MiFi,Male,4,Very Good,53,60GB Monthly Broadband Plan,14500,3,43500,43.35,Yes,High Call Tarriffs
CUST0462,Ejiro Brown,March,67,Bauchi,Mobile SIM Card,Female,5,Excellent,56,12.5GB Monthly Plan,5500,14,77000,146.48,No,No Churn
CUST0462,Ejiro Brown,March,67,Bauchi,5G Broadband Router,Female,5,Excellent,56,300GB FUP Monthly Unlimited,30000,5,150000,29.3,No,No Churn
CUST0463,Grace Bell,February,74,Borno,4G Router,Male,4,Very Good,45,65GB Monthly Plan,16000,14,224000,120.52,No,No Churn
CUST0463,Grace Bell,February,74,Borno,5G Broadband Router,Male,4,Very Good,45,150GB FUP Monthly Unlimited,20000,19,380000,24.61,No,No Churn
CUST0463,Grace Bell,February,74,Borno,Mobile SIM Card,Male,4,Very Good,45,1GB+1.5mins Daily Plan,500,5,2500,8.54,No,No Churn
CUST0464,Ifeanyi Smith,March,63,Abia,Mobile SIM Card,Female,4,Very Good,20,2.5GB 2-Day Plan,900,10,9000,187.4,Yes,Poor Customer Service
CUST0465,Abubakar Ross,January,43,Enugu,Mobile SIM Card,Female,5,Excellent,1,12.5GB Monthly Plan,5500,19,104500,114.83,No,No Churn
CUST0466,Alabo Escobar,February,59,Jigawa,Mobile SIM Card,Female,2,Fair,54,12.5GB Monthly Plan,5500,11,60500,30.22,No,No Churn
CUST0466,Alabo Escobar,February,59,Jigawa,5G Broadband Router,Female,2,Fair,54,150GB FUP Monthly Unlimited,20000,20,400000,160.06,No,No Churn
CUST0467,Ibim Hunter,January,65,Osun,Broadband MiFi,Female,4,Very Good,22,120GB Monthly Broadband Plan,24000,10,240000,126.21,No,No Churn
CUST0467,Ibim Hunter,January,65,Osun,Mobile SIM Card,Female,4,Very Good,22,16.5GB+10mins Monthly Plan,6500,18,117000,129.21,No,No Churn
CUST0467,Ibim Hunter,January,65,Osun,5G Broadband Router,Female,4,Very Good,22,150GB FUP Monthly Unlimited,20000,20,400000,38.89,No,No Churn
CUST0468,David Boone,January,22,Bauchi,4G Router,Male,5,Excellent,49,65GB Monthly Plan,16000,7,112000,55.36,No,No Churn
CUST0469,Halima Matthews,January,72,Katsina,5G Broadband Router,Female,4,Very Good,26,450GB 3-Month Broadband Plan,75000,1,75000,36.51,No,No Churn
CUST0470,Sarah Gordon,January,56,Jigawa,4G Router,Female,1,Poor,6,25GB Monthly Plan,9000,5,45000,153.78,No,No Churn
CUST0470,Sarah Gordon,January,56,Jigawa,Broadband MiFi,Female,1,Poor,6,300GB FUP Monthly Unlimited,30000,6,180000,190.46,No,No Churn
CUST0471,Sade Wagner,January,57,Enugu,4G Router,Male,3,Good,46,25GB Monthly Plan,9000,4,36000,51.96,No,No Churn
CUST0471,Sade Wagner,January,57,Enugu,Mobile SIM Card,Male,3,Good,46,2.5GB 2-Day Plan,900,20,18000,40.91,No,No Churn
CUST0472,Halima Adams,March,79,Zamfara,Mobile SIM Card,Female,1,Poor,8,2.5GB 2-Day Plan,900,8,7200,81.8,No,No Churn
CUST0472,Halima Adams,March,79,Zamfara,Broadband MiFi,Female,1,Poor,8,30GB Monthly Broadband Plan,9000,19,171000,54.2,No,No Churn
CUST0472,Halima Adams,March,79,Zamfara,4G Router,Female,1,Poor,8,65GB Monthly Plan,16000,18,288000,49.64,No,No Churn
CUST0473,Amaka Jackson,February,54,Kogi,4G Router,Female,2,Fair,6,165GB Monthly Plan,35000,18,630000,192.29,No,No Churn
CUST0474,Alabo Moreno,March,21,Lagos,5G Broadband Router,Female,2,Fair,54,450GB 3-Month Broadband Plan,75000,7,525000,199.85,Yes,Fast Data Consumption
CUST0474,Alabo Moreno,March,21,Lagos,Mobile SIM Card,Female,2,Fair,54,16.5GB+10mins Monthly Plan,6500,6,39000,56.62,Yes,Fast Data Consumption
CUST0475,David Park,January,24,Abia,Mobile SIM Card,Male,2,Fair,26,16.5GB+10mins Monthly Plan,6500,11,71500,191.5,No,No Churn
CUST0475,David Park,January,24,Abia,Broadband MiFi,Male,2,Fair,26,300GB FUP Monthly Unlimited,30000,15,450000,127.22,No,No Churn
CUST0476,Zainab Lam,January,47,Niger,4G Router,Female,5,Excellent,14,165GB Monthly Plan,35000,1,35000,1.35,No,No Churn
CUST0476,Zainab Lam,January,47,Niger,5G Broadband Router,Female,5,Excellent,14,300GB FUP Monthly Unlimited,30000,16,480000,82.93,No,No Churn
CUST0476,Zainab Lam,January,47,Niger,Broadband MiFi,Female,5,Excellent,14,60GB Monthly Broadband Plan,14500,3,43500,107.86,No,No Churn
CUST0478,Ifeanyi Ballard,January,75,Gombe,5G Broadband Router,Male,2,Fair,29,150GB FUP Monthly Unlimited,20000,10,200000,163.35,No,No Churn
CUST0478,Ifeanyi Ballard,January,75,Gombe,Broadband MiFi,Male,2,Fair,29,150GB FUP Monthly Unlimited,20000,16,320000,47.23,No,No Churn
CUST0479,Ejiro Stewart,February,20,Akwa Ibom,Mobile SIM Card,Female,1,Poor,58,16.5GB+10mins Monthly Plan,6500,18,117000,99.06,Yes,Better Offers from Competitors
CUST0479,Ejiro Stewart,February,20,Akwa Ibom,Broadband MiFi,Female,1,Poor,58,150GB FUP Monthly Unlimited,20000,19,380000,132.14,Yes,Better Offers from Competitors
CUST0479,Ejiro Stewart,February,20,Akwa Ibom,4G Router,Female,1,Poor,58,10GB+10mins Monthly Plan,4500,5,22500,13.54,Yes,Better Offers from Competitors
CUST0480,Kunle Goodwin,March,32,Edo,5G Broadband Router,Male,2,Fair,57,1.5TB Yearly Broadband Plan,150000,14,2100000,0.89,No,No Churn
CUST0481,Sade Reed,January,57,Kwara,Broadband MiFi,Female,5,Excellent,18,150GB FUP Monthly Unlimited,20000,14,280000,9.87,No,No Churn
CUST0481,Sade Reed,January,57,Kwara,5G Broadband Router,Female,5,Excellent,18,1.5TB Yearly Broadband Plan,150000,13,1950000,63.59,No,No Churn
CUST0482,Bala Gibson,February,58,Katsina,4G Router,Male,4,Very Good,48,10GB+10mins Monthly Plan,4500,3,13500,66.18,No,No Churn
CUST0484,Ngozi Chan,January,76,Imo,Broadband MiFi,Female,3,Good,54,120GB Monthly Broadband Plan,24000,4,96000,124.1,No,No Churn
CUST0485,Alabo Anderson,January,31,Katsina,Broadband MiFi,Male,4,Very Good,59,60GB Monthly Broadband Plan,14500,20,290000,11.43,No,No Churn
CUST0485,Alabo Anderson,January,31,Katsina,Mobile SIM Card,Male,4,Very Good,59,20GB Monthly Plan,7500,2,15000,13.63,No,No Churn
CUST0485,Alabo Anderson,January,31,Katsina,5G Broadband Router,Male,4,Very Good,59,30GB Monthly Broadband Plan,9000,13,117000,59.34,No,No Churn
CUST0486,Tamuno Hudson,January,28,Kogi,Broadband MiFi,Male,4,Very Good,56,30GB Monthly Broadband Plan,9000,11,99000,91.09,No,No Churn
CUST0486,Tamuno Hudson,January,28,Kogi,4G Router,Male,4,Very Good,56,10GB+10mins Monthly Plan,4500,1,4500,22.05,No,No Churn
CUST0487,Kunle Gilmore,January,40,Borno,4G Router,Female,4,Very Good,23,10GB+10mins Monthly Plan,4500,2,9000,159.51,No,No Churn
CUST0487,Kunle Gilmore,January,40,Borno,Broadband MiFi,Female,4,Very Good,23,150GB FUP Monthly Unlimited,20000,14,280000,62.68,No,No Churn
CUST0488,Michael Jones,January,61,Abia,5G Broadband Router,Male,3,Good,10,300GB FUP Monthly Unlimited,30000,17,510000,11.93,No,No Churn
CUST0488,Michael Jones,January,61,Abia,Broadband MiFi,Male,3,Good,10,120GB Monthly Broadband Plan,24000,14,336000,171.81,No,No Churn
CUST0489,Oghene Wilson,January,41,Benue,Mobile SIM Card,Male,3,Good,51,7GB Monthly Plan,3500,14,49000,123.41,Yes,Fast Data Consumption
CUST0489,Oghene Wilson,January,41,Benue,5G Broadband Router,Male,3,Good,51,200GB Monthly Broadband Plan,25000,15,375000,32.87,Yes,Fast Data Consumption
CUST0489,Oghene Wilson,January,41,Benue,4G Router,Male,3,Good,51,65GB Monthly Plan,16000,1,16000,99.44,Yes,Fast Data Consumption
CUST0490,Nura Cox,January,45,Sokoto,4G Router,Male,3,Good,16,10GB+10mins Monthly Plan,4500,1,4500,165.3,No,No Churn
CUST0490,Nura Cox,January,45,Sokoto,Mobile SIM Card,Male,3,Good,16,7GB Monthly Plan,3500,12,42000,2.47,No,No Churn
CUST0491,Funke Smith,February,30,Plateau,Broadband MiFi,Female,5,Excellent,29,150GB FUP Monthly Unlimited,20000,6,120000,39.97,No,No Churn
CUST0491,Funke Smith,February,30,Plateau,Mobile SIM Card,Female,5,Excellent,29,500MB Daily Plan,350,6,2100,177.13,No,No Churn
CUST0492,Tega Kim,February,47,Enugu,4G Router,Male,3,Good,2,165GB Monthly Plan,35000,4,140000,131.15,No,No Churn
CUST0493,Tega Fischer,March,42,Abia,Mobile SIM Card,Female,3,Good,16,3.2GB 2-Day Plan,1000,5,5000,29.31,No,No Churn
CUST0493,Tega Fischer,March,42,Abia,5G Broadband Router,Female,3,Good,16,60GB Monthly Broadband Plan,14500,13,188500,38.74,No,No Churn
CUST0493,Tega Fischer,March,42,Abia,Broadband MiFi,Female,3,Good,16,300GB FUP Monthly Unlimited,30000,14,420000,63.93,No,No Churn
CUST0494,Halima Martin,February,21,Benue,4G Router,Female,3,Good,51,165GB Monthly Plan,35000,3,105000,42.24,Yes,High Call Tarriffs
CUST0494,Halima Martin,February,21,Benue,5G Broadband Router,Female,3,Good,51,1.5TB Yearly Broadband Plan,150000,20,3000000,158.3,Yes,High Call Tarriffs
CUST0495,Kunle Brown,March,37,Zamfara,5G Broadband Router,Female,4,Very Good,49,200GB Monthly Broadband Plan,25000,16,400000,105.33,No,No Churn
CUST0496,Grace Matthews,January,76,Akwa Ibom,4G Router,Female,2,Fair,41,10GB+10mins Monthly Plan,4500,13,58500,61.55,Yes,Poor Customer Service
CUST0496,Grace Matthews,January,76,Akwa Ibom,Mobile SIM Card,Female,2,Fair,41,1.5GB 2-Day Plan,600,12,7200,187.13,Yes,Poor Customer Service
CUST0497,Saidu Baker,January,26,Borno,Broadband MiFi,Male,5,Excellent,19,60GB Monthly Broadband Plan,14500,14,203000,90.5,No,No Churn
CUST0497,Saidu Baker,January,26,Borno,4G Router,Male,5,Excellent,19,165GB Monthly Plan,35000,16,560000,73.82,No,No Churn
CUST0497,Saidu Baker,January,26,Borno,5G Broadband Router,Male,5,Excellent,19,200GB Monthly Broadband Plan,25000,1,25000,54.97,No,No Churn
CUST0498,Shehu Harris,January,72,Osun,Broadband MiFi,Female,3,Good,42,150GB FUP Monthly Unlimited,20000,3,60000,20.13,No,No Churn
CUST0498,Shehu Harris,January,72,Osun,4G Router,Female,3,Good,42,25GB Monthly Plan,9000,7,63000,8.14,No,No Churn
CUST0499,Tega Hood,March,41,Bayelsa,5G Broadband Router,Female,2,Fair,20,30GB Monthly Broadband Plan,9000,10,90000,154.13,No,No Churn
CUST0500,Oghene Hamilton,February,67,Kebbi,4G Router,Male,4,Very Good,31,165GB Monthly Plan,35000,15,525000,144.64,Yes,High Call Tarriffs
CUST0500,Oghene Hamilton,February,67,Kebbi,Mobile SIM Card,Male,4,Very Good,31,7GB Monthly Plan,3500,11,38500,158.49,Yes,High Call Tarriffs
CUST0500,Oghene Hamilton,February,67,Kebbi,Broadband MiFi,Male,4,Very Good,31,150GB FUP Monthly Unlimited,20000,14,280000,86.04,Yes,High Call Tarriffs
